transaction_id,customer_id,branch_id,channel,transaction_type,amount,currency,timestamp,status
T9657,C1154,B0004,mobile,payment,19.72,USD,2018-07-15 23:25:00,completed
T9658,C1142,B0001,ATM,payment,13.79,USD,2018-07-15 23:56:00,completed
T9659,C1062,B0003,mobile,deposit,8.35,USD,2018-07-16 00:59:00,completed
T9660,C1190,B0014,ATM,deposit,15.93,AUD,2018-07-16 01:23:00,completed
T9661,C1217,B0006,mobile,withdrawal,27.88,GBP,2018-07-16 02:53:00,completed
T9662,C1031,B0007,mobile,withdrawal,41.52,USD,2018-07-16 03:42:00,completed
T9663,C1250,B0011,web,deposit,67945.49,GBP,2018-07-16 04:49:00,completed
T9664,C1227,B0007,mobile,withdrawal,15.62,USD,2018-07-16 05:57:00,completed
T9665,C1096,B0010,web,payment,26.13,USD,2018-07-16 07:00:00,pending
T9666,C1241,B0005,mobile,payment,15.67,EUR,2018-07-16 08:04:00,completed
T9667,C1168,B0005,mobile,deposit,8.7,EUR,2018-07-16 09:22:00,completed
T9668,C1079,B0010,branch,payment,22.39,USD,2018-07-16 10:32:00,completed
T9669,C1130,B0013,branch,payment,76.76,GBP,2018-07-16 11:03:00,completed
T9670,C1171,B0014,branch,transfer,85421.14,AUD,2018-07-16 12:11:00,completed
T9671,C1123,B0000,branch,withdrawal,27.97,GBP,2018-07-16 13:03:00,pending
T9672,C1088,B0006,mobile,withdrawal,58.57,GBP,2018-07-16 13:59:00,completed
T9673,C1035,B0000,mobile,transfer,56.67,GBP,2018-07-16 15:22:00,completed
T9674,C1008,B0013,web,transfer,2.83,GBP,2018-07-16 16:01:00,completed
T9675,C1160,B0008,ATM,transfer,37.5,USD,2018-07-16 17:01:00,completed
T9676,C1247,B0012,mobile,withdrawal,45.14,USD,2018-07-16 18:14:00,completed
T9677,C1045,B0005,web,payment,27660.23,EUR,2018-07-16 19:00:00,completed
T9678,C1179,B0005,web,payment,6.65,EUR,2018-07-16 19:07:00,completed
T9679,C1011,B0010,web,withdrawal,46.81,USD,2018-07-16 20:39:00,completed
T9680,C1247,B0008,mobile,payment,67.67,USD,2018-07-16 21:52:00,pending
T9681,C1248,B0002,mobile,payment,89173.71,GBP,2018-07-16 22:59:00,completed
T9682,C1205,B0008,ATM,withdrawal,81.28,USD,2018-07-17 00:32:00,completed
T9683,C1058,B0009,mobile,withdrawal,88.75,USD,2018-07-17 01:11:00,completed
T9684,C1114,B0013,mobile,deposit,65.55,GBP,2018-07-17 02:07:00,completed
T9685,C1045,B0004,mobile,deposit,28.05,USD,2018-07-17 03:30:00,completed
T9686,C1014,B0002,ATM,deposit,54.76,GBP,2018-07-17 04:56:00,pending
T9687,C1108,B0008,web,deposit,27.51,USD,2018-07-17 06:25:00,completed
T9688,C1078,B0010,mobile,payment,57.64,USD,2018-07-17 07:30:00,completed
T9689,C1240,B0013,ATM,deposit,32.72,GBP,2018-07-17 08:40:00,completed
T9690,C1092,B0013,web,payment,22.98,GBP,2018-07-17 09:21:00,pending
T9691,C1170,B0006,mobile,payment,1.0,GBP,2018-07-17 10:19:00,completed
T9692,C1190,B0002,ATM,deposit,21.76,GBP,2018-07-17 11:12:00,completed
T9693,C1228,B0005,web,transfer,4.69,EUR,2018-07-17 12:06:00,completed
T9694,C1061,B0003,web,withdrawal,62.94,USD,2018-07-17 13:09:00,completed
T9695,C1053,B0000,branch,transfer,97139.96,GBP,2018-07-17 14:35:00,completed
T9696,C1121,B0013,web,withdrawal,54.33,GBP,2018-07-17 15:22:00,pending
T9697,C1081,B0007,mobile,withdrawal,17.24,USD,2018-07-17 16:17:00,completed
T9698,C1023,B0004,web,withdrawal,31.47,USD,2018-07-17 16:39:00,completed
T9699,C1130,B0011,ATM,withdrawal,2.53,GBP,2018-07-17 17:43:00,completed
T9700,C1159,B0008,web,payment,19.32,USD,2018-07-17 18:41:00,completed
T9701,C1095,B0010,web,payment,39.84,USD,2018-07-17 19:55:00,completed
T9702,C1072,B0000,ATM,payment,41.25,GBP,2018-07-17 21:26:00,completed
T9703,C1057,B0005,ATM,payment,11.97,EUR,2018-07-17 23:15:00,completed
T9704,C1140,B0003,ATM,deposit,42.51,USD,2018-07-18 00:37:00,completed
T9705,C1175,B0001,web,withdrawal,28.17,USD,2018-07-18 01:20:00,completed
T9706,C1080,B0003,mobile,deposit,22.03,USD,2018-07-18 02:48:00,completed
T9707,C1087,B0001,mobile,withdrawal,22.92,USD,2018-07-18 03:26:00,completed
T9708,C1115,B0009,web,deposit,56.01,USD,2018-07-18 04:48:00,completed
T9709,C1046,B0012,mobile,deposit,4.86,USD,2018-07-18 06:18:00,completed
T9710,C1182,B0007,ATM,payment,97361.71,USD,2018-07-18 06:44:00,completed
T9711,C1068,B0000,mobile,deposit,50.81,GBP,2018-07-18 08:15:00,completed
T9712,C1165,B0002,web,payment,43360.72,GBP,2018-07-18 10:07:00,completed
T9713,C1157,B0007,mobile,payment,26.29,USD,2018-07-18 11:03:00,completed
T9714,C1148,B0001,mobile,transfer,22.5,USD,2018-07-18 12:19:00,completed
T9715,C1074,B0005,ATM,withdrawal,19.43,EUR,2018-07-18 13:32:00,completed
T9716,C1072,B0004,ATM,withdrawal,21.55,USD,2018-07-18 14:17:00,denied
T9717,C1159,B0009,ATM,withdrawal,12.53,USD,2018-07-18 15:23:00,completed
T9718,C1242,B0012,ATM,withdrawal,7.35,USD,2018-07-18 15:59:00,completed
T9719,C1185,B0003,ATM,transfer,27.59,USD,2018-07-18 16:10:00,completed
T9720,C1048,B0010,mobile,withdrawal,89.48,USD,2018-07-18 17:11:00,completed
T9721,C1176,B0010,mobile,withdrawal,19.43,USD,2018-07-18 17:39:00,completed
T9722,C1032,B0009,web,payment,5.65,USD,2018-07-18 19:17:00,pending
T9723,C1017,B0007,ATM,withdrawal,2.55,USD,2018-07-18 20:39:00,completed
T9724,C1101,B0002,mobile,payment,12.44,GBP,2018-07-18 22:12:00,completed
T9725,C1251,B0001,mobile,withdrawal,38.12,USD,2018-07-18 23:55:00,pending
T9726,C1079,B0004,ATM,withdrawal,84.09,USD,2018-07-19 01:07:00,completed
T9727,C1149,B0005,web,withdrawal,24.92,EUR,2018-07-19 02:38:00,completed
T9728,C1067,B0001,web,deposit,71.01,USD,2018-07-19 03:57:00,completed
T9729,C1149,B0007,mobile,deposit,9.27,USD,2018-07-19 05:30:00,completed
T9730,C1177,B0010,ATM,payment,42.16,USD,2018-07-19 06:25:00,completed
T9731,C1081,B0012,ATM,deposit,11.58,USD,2018-07-19 06:43:00,denied
T9732,C1161,B0000,ATM,deposit,12.0,GBP,2018-07-19 08:07:00,pending
T9733,C1133,B0001,ATM,deposit,10.11,USD,2018-07-19 09:20:00,completed
T9734,C1139,B0013,ATM,payment,16.33,GBP,2018-07-19 10:53:00,pending
T9735,C1019,B0013,mobile,withdrawal,29.78,GBP,2018-07-19 12:07:00,completed
T9736,C1114,B0004,mobile,transfer,19.11,USD,2018-07-19 13:35:00,completed
T9737,C1198,B0014,mobile,transfer,23.27,AUD,2018-07-19 13:53:00,denied
T9738,C1232,B0004,ATM,transfer,6.36,USD,2018-07-19 15:14:00,completed
T9739,C1221,B0001,mobile,withdrawal,22.12,USD,2018-07-19 16:37:00,completed
T9740,C1130,B0002,web,withdrawal,8.33,GBP,2018-07-19 16:43:00,completed
T9741,C1003,B0011,web,transfer,12.31,GBP,2018-07-19 17:11:00,completed
T9742,C1134,B0004,ATM,transfer,44.43,USD,2018-07-19 17:37:00,completed
T9743,C1061,B0000,mobile,payment,79185.81,GBP,2018-07-19 19:03:00,completed
T9744,C1112,B0001,ATM,withdrawal,37.9,USD,2018-07-19 20:08:00,completed
T9745,C1247,B0008,ATM,payment,61.02,USD,2018-07-19 21:13:00,completed
T9746,C1004,B0011,mobile,withdrawal,13.72,GBP,2018-07-19 22:00:00,denied
T9747,C1185,B0005,mobile,payment,18.01,EUR,2018-07-19 22:27:00,completed
T9748,C1237,B0002,mobile,withdrawal,18.71,GBP,2018-07-19 22:54:00,completed
T9749,C1229,B0011,ATM,withdrawal,33.81,GBP,2018-07-19 23:37:00,completed
T9750,C1246,B0010,ATM,withdrawal,15.09,USD,2018-07-20 01:23:00,pending
T9751,C1258,B0009,web,withdrawal,19.52,USD,2018-07-20 01:32:00,completed
T9752,C1007,B0006,ATM,deposit,17.6,GBP,2018-07-20 03:11:00,completed
T9753,C1145,B0011,mobile,deposit,70.8,GBP,2018-07-20 03:32:00,completed
T9754,C1180,B0000,mobile,withdrawal,1.0,GBP,2018-07-20 04:37:00,completed
T9755,C1241,B0011,ATM,deposit,36.71,GBP,2018-07-20 05:46:00,completed
T9756,C1011,B0000,ATM,payment,18.01,GBP,2018-07-20 06:28:00,completed
T9757,C1000,B0008,mobile,payment,12.25,USD,2018-07-20 07:51:00,denied
T9758,C1197,B0010,mobile,payment,10.34,USD,2018-07-20 08:51:00,completed
T9759,C1228,B0011,web,payment,12.34,GBP,2018-07-20 09:42:00,completed
T9760,C1032,B0005,branch,deposit,16.93,EUR,2018-07-20 10:16:00,pending
T9761,C1221,B0005,web,deposit,77.02,EUR,2018-07-20 10:50:00,completed
T9762,C1170,B0004,web,withdrawal,33.37,USD,2018-07-20 12:35:00,completed
T9763,C1102,B0011,web,transfer,14.46,GBP,2018-07-20 14:21:00,completed
T9764,C1237,B0012,web,transfer,21.57,USD,2018-07-20 15:07:00,completed
T9765,C1086,B0004,mobile,transfer,29.56,USD,2018-07-20 16:26:00,completed
T9766,C1084,B0002,web,withdrawal,63.32,GBP,2018-07-20 18:05:00,completed
T9767,C1195,B0003,ATM,payment,40.13,USD,2018-07-20 19:26:00,completed
T9768,C1095,B0004,web,withdrawal,37.03,USD,2018-07-20 20:44:00,completed
T9769,C1044,B0013,web,withdrawal,31.01,GBP,2018-07-20 21:13:00,completed
T9770,C1223,B0000,ATM,withdrawal,42.66,GBP,2018-07-20 22:11:00,completed
T9771,C1189,B0009,ATM,payment,63648.89,USD,2018-07-20 23:04:00,completed
T9772,C1148,B0004,mobile,withdrawal,9.72,USD,2018-07-21 00:19:00,completed
T9773,C1011,B0006,ATM,deposit,11.11,GBP,2018-07-21 01:51:00,completed
T9774,C1095,B0013,web,deposit,49.77,GBP,2018-07-21 02:49:00,completed
T9775,C1144,B0012,ATM,deposit,2.62,USD,2018-07-21 03:50:00,completed
T9776,C1103,B0001,web,deposit,57.06,USD,2018-07-21 05:12:00,completed
T9777,C1150,B0003,mobile,deposit,12.12,USD,2018-07-21 06:26:00,completed
T9778,C1131,B0012,mobile,payment,3.94,USD,2018-07-21 07:47:00,completed
T9779,C1234,B0010,web,deposit,27.61,USD,2018-07-21 08:24:00,completed
T9780,C1080,B0010,web,payment,40.03,USD,2018-07-21 08:44:00,completed
T9781,C1084,B0006,ATM,deposit,45.13,GBP,2018-07-21 09:59:00,completed
T9782,C1178,B0001,ATM,deposit,21.79,USD,2018-07-21 10:38:00,completed
T9783,C1047,B0001,web,payment,1.87,USD,2018-07-21 11:10:00,completed
T9784,C1008,B0013,ATM,transfer,61.04,GBP,2018-07-21 12:19:00,completed
T9785,C1092,B0014,web,withdrawal,43.09,AUD,2018-07-21 13:06:00,completed
T9786,C1112,B0007,mobile,withdrawal,23.8,USD,2018-07-21 14:20:00,completed
T9787,C1082,B0010,mobile,transfer,39.26,USD,2018-07-21 16:11:00,completed
T9788,C1111,B0001,web,withdrawal,21.52,USD,2018-07-21 17:11:00,pending
T9789,C1038,B0005,ATM,payment,15.63,EUR,2018-07-21 18:35:00,completed
T9790,C1183,B0007,mobile,payment,28.59,USD,2018-07-21 19:02:00,completed
T9791,C1186,B0000,mobile,withdrawal,3.53,GBP,2018-07-21 20:30:00,completed
T9792,C1088,B0000,web,payment,35.21,GBP,2018-07-21 21:32:00,completed
T9793,C1204,B0009,mobile,withdrawal,1.9,USD,2018-07-21 22:30:00,completed
T9794,C1043,B0000,web,withdrawal,12.13,GBP,2018-07-21 23:18:00,completed
T9795,C1237,B0010,web,deposit,39.62,USD,2018-07-22 01:06:00,pending
T9796,C1013,B0003,web,deposit,27.85,,2018-07-22 01:56:00,pending
T9797,C1235,B0011,mobile,deposit,3.8,GBP,2018-07-22 03:17:00,completed
T9798,C1183,B0005,ATM,deposit,35.64,EUR,2018-07-22 04:05:00,completed
T9799,C1022,B0011,ATM,withdrawal,116.12,GBP,2018-07-22 05:35:00,completed
T9800,C1137,B0000,mobile,deposit,16.96,GBP,2018-07-22 06:53:00,completed
T9801,C1032,B0002,web,deposit,54690.03,GBP,2018-07-22 07:35:00,denied
T9802,C1091,B0013,mobile,payment,35.29,GBP,2018-07-22 08:31:00,pending
T9803,C1246,B0008,mobile,deposit,25.2,USD,2018-07-22 08:48:00,completed
T9804,C1168,B0011,ATM,payment,78.82,GBP,2018-07-22 09:24:00,completed
T9805,C1001,B0007,web,deposit,1.96,USD,2018-07-22 10:39:00,completed
T9806,C1110,B0004,mobile,transfer,69.69,USD,2018-07-22 12:10:00,completed
T9807,C1241,B0007,mobile,transfer,41.09,USD,2018-07-22 13:29:00,completed
T9808,C1042,B0008,web,withdrawal,55.88,USD,2018-07-22 15:00:00,completed
T9809,C1091,B0014,ATM,transfer,17.04,AUD,2018-07-22 15:34:00,completed
T9810,C1056,B0000,web,withdrawal,5.68,GBP,2018-07-22 16:33:00,completed
T9811,C1052,B0011,mobile,withdrawal,47.17,GBP,2018-07-22 17:27:00,completed
T9812,C1154,B0014,ATM,payment,22.28,AUD,2018-07-22 18:44:00,completed
T9813,C1098,B0010,mobile,withdrawal,11.29,USD,2018-07-22 19:37:00,completed
T9814,C1193,B0005,ATM,withdrawal,32.43,EUR,2018-07-22 20:23:00,completed
T9815,C1015,B0004,mobile,payment,57.59,USD,2018-07-22 21:04:00,completed
T9816,C1104,B0006,mobile,payment,51.42,GBP,2018-07-22 22:30:00,completed
T9817,C1205,B0011,ATM,withdrawal,36.23,GBP,2018-07-23 00:01:00,completed
T9818,C1066,B0005,ATM,withdrawal,99232.34,EUR,2018-07-23 00:51:00,completed
T9819,C1207,B0010,web,withdrawal,49.68,USD,2018-07-23 01:09:00,completed
T9820,C1145,B0009,ATM,withdrawal,57.33,USD,2018-07-23 02:15:00,completed
T9821,C1125,B0007,web,withdrawal,6.45,USD,2018-07-23 02:46:00,completed
T9822,C1153,B0008,web,deposit,95.26,USD,2018-07-23 03:25:00,completed
T9823,C1024,B0008,web,withdrawal,21.17,USD,2018-07-23 04:06:00,completed
T9824,C1153,B0011,ATM,withdrawal,38.25,GBP,2018-07-23 05:14:00,completed
T9825,C1005,B0000,web,deposit,72.29,GBP,2018-07-23 05:39:00,pending
T9826,C1255,B0012,ATM,deposit,33.16,USD,2018-07-23 06:44:00,completed
T9827,C1210,B0007,mobile,deposit,53.75,USD,2018-07-23 08:38:00,completed
T9828,C1043,B0004,mobile,payment,15.68,USD,2018-07-23 09:32:00,completed
T9829,C1183,B0012,web,deposit,9.26,USD,2018-07-23 10:05:00,completed
T9830,C1120,B0006,ATM,deposit,3.38,GBP,2018-07-23 10:28:00,completed
T9831,C1127,B0007,branch,deposit,19.56,USD,2018-07-23 11:39:00,completed
T9832,C1100,B0004,ATM,withdrawal,11168.01,USD,2018-07-23 12:01:00,completed
T9833,C1198,B0002,ATM,withdrawal,49.13,GBP,2018-07-23 12:03:00,completed
T9834,C1185,B0012,ATM,withdrawal,75.71,USD,2018-07-23 12:59:00,completed
T9835,C1089,B0014,branch,withdrawal,17.4,AUD,2018-07-23 13:51:00,completed
T9836,C1049,B0009,web,transfer,3.64,USD,2018-07-23 15:11:00,denied
T9837,C1132,B0010,mobile,transfer,46.27,USD,2018-07-23 16:21:00,completed
T9838,C1248,B0005,web,withdrawal,25.38,EUR,2018-07-23 17:38:00,completed
T9839,C1251,B0003,mobile,payment,25.06,USD,2018-07-23 18:40:00,completed
T9840,C1193,B0010,mobile,withdrawal,66.88,USD,2018-07-23 19:19:00,completed
T9841,C1048,B0008,web,withdrawal,18.8,USD,2018-07-23 20:16:00,completed
T9842,C1243,B0009,ATM,payment,9.1,USD,2018-07-23 21:31:00,completed
T9843,C1198,B0013,web,withdrawal,46.41,GBP,2018-07-23 21:51:00,completed
T9844,C1009,B0010,web,withdrawal,50.14,USD,2018-07-23 22:30:00,completed
T9845,C1120,B0010,mobile,payment,15.33,USD,2018-07-23 23:52:00,completed
T9846,C1186,B0004,web,deposit,19.46,USD,2018-07-24 00:47:00,pending
T9847,C1005,B0005,mobile,deposit,3.28,EUR,2018-07-24 01:10:00,completed
T9848,C1030,B0002,ATM,withdrawal,21.72,GBP,2018-07-24 02:20:00,pending
T9849,C1064,B0002,web,deposit,59.41,GBP,2018-07-24 03:06:00,completed
T9850,C1204,B0002,mobile,deposit,36.02,GBP,2018-07-24 04:01:00,completed
T9851,C1051,B0000,web,withdrawal,47.87,GBP,2018-07-24 04:35:00,completed
T9852,C1008,B0007,ATM,withdrawal,28.32,USD,2018-07-24 05:25:00,pending
T9853,C1135,B0010,web,deposit,56.11,USD,2018-07-24 06:41:00,completed
T9854,C1103,B0013,mobile,payment,12.37,GBP,2018-07-24 07:59:00,denied
T9855,C1094,B0002,ATM,deposit,1.0,GBP,2018-07-24 08:19:00,pending
T9856,C1137,B0013,mobile,payment,3.67,GBP,2018-07-24 08:49:00,completed
T9857,C1057,B0011,web,payment,18.72,GBP,2018-07-24 09:45:00,completed
T9858,C1123,B0007,branch,deposit,55.31,USD,2018-07-24 11:01:00,completed
T9859,C1221,B0011,branch,transfer,3.46,GBP,2018-07-24 12:32:00,completed
T9860,C1038,B0001,branch,transfer,2.92,USD,2018-07-24 13:53:00,completed
T9861,C1058,B0006,ATM,withdrawal,12.2,GBP,2018-07-24 15:46:00,completed
T9862,C1117,B0014,mobile,transfer,56.75,AUD,2018-07-24 17:03:00,completed
T9863,C1222,B0002,ATM,withdrawal,99.42,GBP,2018-07-24 18:29:00,completed
T9864,C1211,B0004,ATM,payment,3.67,USD,2018-07-24 19:20:00,pending
T9865,C1193,B0002,mobile,withdrawal,10.9,GBP,2018-07-24 19:54:00,completed
T9866,C1142,B0009,ATM,withdrawal,20.48,USD,2018-07-24 20:30:00,completed
T9867,C1136,B0007,ATM,withdrawal,33.96,USD,2018-07-24 21:39:00,completed
T9868,C1243,B0011,ATM,payment,9.84,GBP,2018-07-24 22:51:00,completed
T9869,C1053,B0001,mobile,withdrawal,57.52,USD,2018-07-25 00:15:00,completed
T9870,C1229,B0002,ATM,withdrawal,3.82,GBP,2018-07-25 01:39:00,completed
T9871,C1089,B0014,ATM,withdrawal,7.47,AUD,2018-07-25 02:25:00,pending
T9872,C1242,B0011,web,withdrawal,48.26,GBP,2018-07-25 03:31:00,completed
T9873,C1109,B0005,mobile,deposit,6.38,EUR,2018-07-25 05:10:00,denied
T9874,C1033,B0007,web,payment,21.55,USD,2018-07-25 06:54:00,pending
T9875,C1026,B0005,ATM,payment,5.95,EUR,2018-07-25 08:19:00,completed
T9876,C1197,B0004,mobile,payment,20.2,USD,2018-07-25 08:44:00,completed
T9877,C1120,B0002,ATM,deposit,31.78,GBP,2018-07-25 10:14:00,completed
T9878,C1192,B0010,web,deposit,11.7,USD,2018-07-25 11:31:00,completed
T9879,C1185,B0001,branch,withdrawal,1.0,USD,2018-07-25 12:46:00,pending
T9880,C1144,B0004,ATM,transfer,6.45,USD,2018-07-25 14:08:00,completed
T9881,C1012,B0009,branch,transfer,5.73,USD,2018-07-25 14:20:00,completed
T9882,C1148,B0010,ATM,withdrawal,29.58,USD,2018-07-25 15:01:00,completed
T9883,C1044,B0014,mobile,transfer,20.9,AUD,2018-07-25 15:57:00,completed
T9884,C1088,B0002,branch,transfer,26.62,GBP,2018-07-25 16:47:00,completed
T9885,C1048,B0000,ATM,transfer,49.55,GBP,2018-07-25 17:50:00,completed
T9886,C1184,B0002,ATM,withdrawal,45.44,GBP,2018-07-25 18:32:00,completed
T9887,C1174,B0004,mobile,payment,111.63,USD,2018-07-25 18:41:00,completed
T9888,C1088,B0014,ATM,withdrawal,21.52,AUD,2018-07-25 19:36:00,completed
T9889,C1079,B0013,ATM,payment,38.39,GBP,2018-07-25 19:46:00,completed
T9890,C1007,B0009,mobile,withdrawal,61.0,USD,2018-07-25 20:30:00,completed
T9891,C1234,B0010,web,withdrawal,9.05,USD,2018-07-25 22:01:00,completed
T9892,C1084,B0008,ATM,withdrawal,72.46,USD,2018-07-25 23:01:00,completed
T9893,C1164,B0011,ATM,withdrawal,10.88,GBP,2018-07-25 23:09:00,completed
T9894,C1168,B0011,web,payment,1.86,GBP,2018-07-25 23:52:00,completed
T9895,C1164,B0007,web,payment,42.49,USD,2018-07-25 23:53:00,completed
T9896,C1150,B0010,ATM,deposit,31.99,USD,2018-07-26 01:06:00,completed
T9897,C1241,B0013,ATM,deposit,72981.03,GBP,2018-07-26 01:59:00,completed
T9898,C1252,B0012,mobile,withdrawal,19.43,USD,2018-07-26 02:32:00,completed
T9899,C1192,B0004,web,withdrawal,37.04,USD,2018-07-26 03:28:00,completed
T9900,C1007,B0014,mobile,withdrawal,20.34,AUD,2018-07-26 04:40:00,completed
T9901,C1222,B0000,web,deposit,10.66,GBP,2018-07-26 05:48:00,pending
T9902,C1110,B0005,web,payment,35.8,EUR,2018-07-26 06:27:00,completed
T9903,C1017,B0013,mobile,deposit,37.14,GBP,2018-07-26 07:13:00,pending
T9904,C1183,B0013,mobile,deposit,10.93,GBP,2018-07-26 08:36:00,completed
T9905,C1146,B0002,mobile,deposit,9.97,GBP,2018-07-26 09:36:00,completed
T9906,C1052,B0005,ATM,deposit,61.69,EUR,2018-07-26 09:56:00,pending
T9907,C1199,B0006,web,payment,35.07,GBP,2018-07-26 11:38:00,completed
T9908,C1155,B0001,branch,transfer,31.02,USD,2018-07-26 12:47:00,pending
T9909,C1007,B0007,web,transfer,8.97,USD,2018-07-26 14:02:00,completed
T9910,C1137,B0003,ATM,withdrawal,79.76,,2018-07-26 14:43:00,pending
T9911,C1007,B0002,mobile,withdrawal,11.2,GBP,2018-07-26 15:29:00,pending
T9912,C1076,B0002,web,withdrawal,35.71,GBP,2018-07-26 16:34:00,completed
T9913,C1017,B0010,web,transfer,34.69,USD,2018-07-26 17:07:00,denied
T9914,C1100,B0000,mobile,transfer,43.92,GBP,2018-07-26 17:55:00,denied
T9915,C1016,B0014,web,payment,25.43,AUD,2018-07-26 18:30:00,completed
T9916,C1243,B0009,web,payment,61.32,USD,2018-07-26 19:37:00,completed
T9917,C1094,B0000,mobile,withdrawal,18.22,GBP,2018-07-26 21:09:00,completed
T9918,C1069,B0002,ATM,payment,8.98,GBP,2018-07-26 21:27:00,completed
T9919,C1214,B0005,ATM,payment,7.17,EUR,2018-07-26 22:08:00,completed
T9920,C1212,B0002,ATM,payment,35.81,GBP,2018-07-26 23:33:00,completed
T9921,C1196,B0003,ATM,deposit,24.89,USD,2018-07-27 00:27:00,completed
T9922,C1042,B0011,mobile,withdrawal,38.18,GBP,2018-07-27 01:45:00,completed
T9923,C1014,B0011,ATM,deposit,22.39,GBP,2018-07-27 02:37:00,completed
T9924,C1063,B0003,web,deposit,31.27,USD,2018-07-27 03:08:00,completed
T9925,C1210,B0009,web,withdrawal,31.44,USD,2018-07-27 03:58:00,denied
T9926,C1149,B0006,mobile,withdrawal,62.08,GBP,2018-07-27 04:56:00,completed
T9927,C1154,B0012,mobile,deposit,35.3,USD,2018-07-27 06:34:00,completed
T9928,C1225,B0003,ATM,deposit,49681.76,USD,2018-07-27 06:52:00,completed
T9929,C1259,B0011,ATM,payment,35.74,GBP,2018-07-27 08:30:00,completed
T9930,C1230,B0009,branch,deposit,66.01,USD,2018-07-27 09:41:00,completed
T9931,C1167,B0006,mobile,deposit,61.09,GBP,2018-07-27 10:49:00,completed
T9932,C1181,B0005,mobile,payment,32.95,EUR,2018-07-27 11:58:00,completed
T9933,C1141,B0006,web,withdrawal,68.23,GBP,2018-07-27 12:51:00,completed
T9934,C1180,B0014,ATM,transfer,13.31,AUD,2018-07-27 14:32:00,completed
T9935,C1064,B0007,branch,withdrawal,1.0,USD,2018-07-27 16:07:00,completed
T9936,C1145,B0000,web,withdrawal,82.21,GBP,2018-07-27 17:49:00,completed
T9937,C1092,B0009,mobile,payment,7.72,USD,2018-07-27 19:36:00,pending
T9938,C1068,B0006,ATM,withdrawal,1.47,GBP,2018-07-27 20:26:00,completed
T9939,C1229,B0004,ATM,withdrawal,1.0,USD,2018-07-27 21:20:00,pending
T9940,C1218,B0002,web,payment,1.83,GBP,2018-07-27 22:08:00,completed
T9941,C1041,B0009,ATM,withdrawal,17.09,USD,2018-07-27 23:37:00,completed
T9942,C1251,B0005,ATM,withdrawal,21.86,EUR,2018-07-28 00:38:00,completed
T9943,C1169,B0014,mobile,withdrawal,30.77,AUD,2018-07-28 01:21:00,completed
T9944,C1260,B0007,mobile,deposit,31.02,USD,2018-07-28 03:03:00,completed
T9945,C1231,B0010,web,withdrawal,10835.14,USD,2018-07-28 04:24:00,completed
T9946,C1243,B0007,mobile,withdrawal,39.9,USD,2018-07-28 05:08:00,completed
T9947,C1161,B0002,ATM,deposit,41.31,GBP,2018-07-28 06:15:00,completed
T9948,C1215,B0002,mobile,deposit,11.28,GBP,2018-07-28 07:17:00,completed
T9949,C1016,B0005,mobile,payment,13.95,EUR,2018-07-28 08:31:00,completed
T9950,C1053,B0009,ATM,deposit,2.05,USD,2018-07-28 09:31:00,completed
T9951,C1040,B0014,ATM,payment,42.43,AUD,2018-07-28 11:11:00,completed
T9952,C1056,B0010,mobile,withdrawal,60.98,USD,2018-07-28 12:56:00,completed
T9953,C1157,B0012,ATM,transfer,19.86,USD,2018-07-28 13:52:00,completed
T9954,C1101,B0013,mobile,transfer,6.43,GBP,2018-07-28 15:18:00,completed
T9955,C1181,B0010,ATM,transfer,72.13,USD,2018-07-28 16:07:00,pending
T9956,C1042,B0009,mobile,withdrawal,18.73,USD,2018-07-28 17:55:00,completed
T9957,C1060,B0014,web,withdrawal,4.36,AUD,2018-07-28 19:26:00,completed
T9958,C1043,B0000,mobile,withdrawal,10.89,GBP,2018-07-28 21:07:00,completed
T9959,C1118,B0004,web,withdrawal,25.49,USD,2018-07-28 22:00:00,completed
T9960,C1147,B0010,mobile,withdrawal,86347.7,USD,2018-07-28 22:17:00,completed
T9961,C1164,B0006,ATM,payment,54.82,GBP,2018-07-28 23:11:00,completed
T9962,C1015,B0010,mobile,withdrawal,35.58,USD,2018-07-29 00:24:00,completed
T9963,C1085,B0003,mobile,deposit,30.11,USD,2018-07-29 01:09:00,completed
T9964,C1060,B0008,mobile,withdrawal,10.01,USD,2018-07-29 02:24:00,completed
T9965,C1108,B0014,web,deposit,9.57,,2018-07-29 03:40:00,pending
T9966,C1136,B0000,ATM,withdrawal,36.58,GBP,2018-07-29 05:27:00,completed
T9967,C1105,B0012,ATM,payment,39.05,USD,2018-07-29 06:02:00,completed
T9968,C1002,B0011,ATM,payment,20.91,GBP,2018-07-29 07:25:00,completed
T9969,C1130,B0001,web,payment,21.67,USD,2018-07-29 07:49:00,completed
T9970,C1122,B0006,ATM,payment,30.23,GBP,2018-07-29 08:26:00,completed
T9971,C1133,B0006,web,deposit,12.74,GBP,2018-07-29 09:31:00,completed
T9972,C1188,B0004,mobile,deposit,34.3,USD,2018-07-29 10:42:00,completed
T9973,C1035,B0012,mobile,payment,16.32,USD,2018-07-29 11:32:00,denied
T9974,C1222,B0002,mobile,withdrawal,43.95,GBP,2018-07-29 12:51:00,completed
T9975,C1007,B0004,mobile,withdrawal,16.98,USD,2018-07-29 13:48:00,pending
T9976,C1055,B0000,ATM,transfer,3.17,GBP,2018-07-29 14:37:00,completed
T9977,C1069,B0004,ATM,transfer,22.93,USD,2018-07-29 15:49:00,denied
